cell_name,cell_type1,variables,measures
12o_spindle9aFI,von Economo neuron,Number of branches,-0.6807700497811621
13_VEN_Cox,von Economo neuron,Number of branches,0.16141970252543025
13o_spindle10aFI,von Economo neuron,Number of branches,-0.6281331902620001
15_VEN_Cox,von Economo neuron,Number of branches,0.6351514381978884
15o_spindle12aFI,von Economo neuron,Number of branches,-0.522859471223676
16_VEN_Cox,von Economo neuron,Number of branches,0.23160218188431295
16o_spindle13aFI,von Economo neuron,Number of branches,-0.7509525291400448
17_VEN_rapid,von Economo neuron,Number of branches,-0.18949269426898324
18_VEN_Cox,von Economo neuron,Number of branches,-0.11931021491010053
19_VEN_Cox,von Economo neuron,Number of branches,0.42460400012124033
19o_spindle14aFI,von Economo neuron,Number of branches,-0.6456788101017208
20_VEN_Cox,von Economo neuron,Number of branches,0.09123722316654756
21_VEN_rapid,von Economo neuron,Number of branches,0.8807901159539778
21o_spindle15aFI,von Economo neuron,Number of branches,-0.7158612894606035
22_VEN_rapid,von Economo neuron,Number of branches,0.1263284628459889
22o_pyramidal16aFI,von Economo neuron,Number of branches,-0.2772207934675866
23_VEN_rapid,von Economo neuron,Number of branches,0.056145983487106206
23o_spindle16aFI,von Economo neuron,Number of branches,-0.7158612894606035
25o_spindle17aFI,von Economo neuron,Number of branches,5.688289952037442
26o_spindle18aFI,von Economo neuron,Number of branches,-0.7509525291400448
28o_spindle20aFI,von Economo neuron,Number of branches,-0.575496330742838
28o_spindle21aFI,von Economo neuron,Number of branches,-0.32985765298674863
29o_spindle22aFI,von Economo neuron,Number of branches,-0.6456788101017208
30o_spindle23aFI,von Economo neuron,Number of branches,-0.7334069093003242
01_VEN_Cox,von Economo neuron,Soma surface,-0.0166171008637568
02_VEN_Cox,von Economo neuron,Soma surface,-0.391145442594655
03_VEN_rapid,von Economo neuron,Soma surface,1.7206751562509803
03a_spindle2aFI,von Economo neuron,Soma surface,-0.8352153932590031
03a_spindle6aFI,von Economo neuron,Soma surface,0.0875027981260633
03b_pyramidal3aFI,von Economo neuron,Soma surface,-0.16076817614710337
03b_spindle5aACC,von Economo neuron,Soma surface,-0.9026629857991194
03b_spindle6aACC,von Economo neuron,Soma surface,-1.2634400569728275
03b_spindle7aACC,von Economo neuron,Soma surface,-1.2150294376601707
04_VEN_rapid,von Economo neuron,Soma surface,0.9721825062370656
04b_spindle3aFI,von Economo neuron,Soma surface,-0.4238745810778796
05_VEN_rapid,von Economo neuron,Soma surface,0.48816074925538966
05b_spindle5aFI,von Economo neuron,Soma surface,-0.7561122352779283
06_VEN_rapid,von Economo neuron,Soma surface,0.44359535198113653
06b_spindle8aACC,von Economo neuron,Soma surface,-0.6069625402169464
07_VEN_rapid,von Economo neuron,Soma surface,0.03499364834032538
07b_spindle9aACC,von Economo neuron,Soma surface,-0.48616819133375866
08_VEN_rapid,von Economo neuron,Soma surface,0.4432576074015666
08a_spindle13aACC,von Economo neuron,Soma surface,-0.9867242342082809
09_VEN_rapid,von Economo neuron,Soma surface,2.3114917492926703
09o_spindle7aFI,von Economo neuron,Soma surface,-0.4486616557725172
09o_spindle8aFI,von Economo neuron,Soma surface,-0.9112602740720721
10_VEN_rapid,von Economo neuron,Soma surface,2.5820420447571677
10a_spindle18aACC,von Economo neuron,Soma surface,-1.1681285366181915
11_VEN_Cox,von Economo neuron,Soma surface,-0.6469802067272904
12_VEN_Cox,von Economo neuron,Soma surface,-0.10582219921976832
12a_spindle19aACC,von Economo neuron,Soma surface,-0.8917707231079889
12o_spindle9aFI,von Economo neuron,Soma surface,-0.09882582025397703
13_VEN_Cox,von Economo neuron,Soma surface,-0.2888240334910448
13o_spindle10aFI,von Economo neuron,Soma surface,0.3917853334751083
15_VEN_Cox,von Economo neuron,Soma surface,-0.63413240292045
15o_spindle12aFI,von Economo neuron,Soma surface,0.9735503717843238
16_VEN_Cox,von Economo neuron,Soma surface,0.08561311720336962
16o_spindle13aFI,von Economo neuron,Soma surface,-0.6403181948952734
17_VEN_rapid,von Economo neuron,Soma surface,2.6036745850786223
18_VEN_Cox,von Economo neuron,Soma surface,-0.03659300402242059
19_VEN_Cox,von Economo neuron,Soma surface,0.25165004124284807
19o_spindle14aFI,von Economo neuron,Soma surface,-0.9583942188739546
20_VEN_Cox,von Economo neuron,Soma surface,0.10913364972461978
21_VEN_rapid,von Economo neuron,Soma surface,1.7075706665636667
21o_spindle15aFI,von Economo neuron,Soma surface,-0.6708807019005569
22_VEN_rapid,von Economo neuron,Soma surface,0.9473920540966323
22o_pyramidal16aFI,von Economo neuron,Soma surface,-0.622774052709513
23_VEN_rapid,von Economo neuron,Soma surface,2.103897043460009
23o_spindle16aFI,von Economo neuron,Soma surface,-0.9800841757739359
25o_spindle17aFI,von Economo neuron,Soma surface,-1.1167204341618515
26o_spindle18aFI,von Economo neuron,Soma surface,0.9776033067391631
28o_spindle20aFI,von Economo neuron,Soma surface,0.18760860278769453
28o_spindle21aFI,von Economo neuron,Soma surface,0.1895016611561841
29o_spindle22aFI,von Economo neuron,Soma surface,1.4154216052356716
30o_spindle23aFI,von Economo neuron,Soma surface,-0.34225015981031526
01_VEN_Cox,von Economo neuron,Total Volume,-0.2086491395044752
02_VEN_Cox,von Economo neuron,Total Volume,-0.48469873769902927
03_VEN_rapid,von Economo neuron,Total Volume,1.187578538030821
03a_spindle2aFI,von Economo neuron,Total Volume,-0.8256517098137801
03a_spindle6aFI,von Economo neuron,Total Volume,-0.16631527795965656
03b_pyramidal3aFI,von Economo neuron,Total Volume,0.37576840884773943
03b_spindle5aACC,von Economo neuron,Total Volume,-1.0695321886764755
03b_spindle6aACC,von Economo neuron,Total Volume,-1.2961693754666936
03b_spindle7aACC,von Economo neuron,Total Volume,-1.298422736915851
04_VEN_rapid,von Economo neuron,Total Volume,1.4869053497386313
04b_spindle3aFI,von Economo neuron,Total Volume,-0.40173872822470685
05_VEN_rapid,von Economo neuron,Total Volume,1.065464193863017
05b_spindle5aFI,von Economo neuron,Total Volume,-0.8888986528098125
06_VEN_rapid,von Economo neuron,Total Volume,0.24837194749142402
06b_spindle8aACC,von Economo neuron,Total Volume,-0.8320928158222951
07_VEN_rapid,von Economo neuron,Total Volume,0.13741158864887526
07b_spindle9aACC,von Economo neuron,Total Volume,-0.5018169000050988
08_VEN_rapid,von Economo neuron,Total Volume,1.1633525947312786
08a_spindle13aACC,von Economo neuron,Total Volume,-0.895632070157886
09_VEN_rapid,von Economo neuron,Total Volume,1.8579869029043585
09o_spindle7aFI,von Economo neuron,Total Volume,-0.3855692957049233
09o_spindle8aFI,von Economo neuron,Total Volume,-0.9466942457365365
10_VEN_rapid,von Economo neuron,Total Volume,2.1755857374691265
10a_spindle18aACC,von Economo neuron,Total Volume,-1.2376009523843303
11_VEN_Cox,von Economo neuron,Total Volume,-0.8547033543505939
12_VEN_Cox,von Economo neuron,Total Volume,0.11895494810377498
12a_spindle19aACC,von Economo neuron,Total Volume,-0.902837288264545
12o_spindle9aFI,von Economo neuron,Total Volume,-0.04889842830124745
13_VEN_Cox,von Economo neuron,Total Volume,0.03381542425555214
13o_spindle10aFI,von Economo neuron,Total Volume,0.3547732750906849
15_VEN_Cox,von Economo neuron,Total Volume,-0.6147875403407512
15o_spindle12aFI,von Economo neuron,Total Volume,2.105451529051569
16_VEN_Cox,von Economo neuron,Total Volume,-0.11659158062003681
16o_spindle13aFI,von Economo neuron,Total Volume,-0.7961128797110356
17_VEN_rapid,von Economo neuron,Total Volume,1.7633959790770806
18_VEN_Cox,von Economo neuron,Total Volume,-0.16275625919380518
19_VEN_Cox,von Economo neuron,Total Volume,0.12093958825130297
19o_spindle14aFI,von Economo neuron,Total Volume,-0.9536379221183273
20_VEN_Cox,von Economo neuron,Total Volume,-0.06263193299137756
21_VEN_rapid,von Economo neuron,Total Volume,1.8187094897521152
21o_spindle15aFI,von Economo neuron,Total Volume,-0.5764127025527586
22_VEN_rapid,von Economo neuron,Total Volume,0.6713823537162467
22o_pyramidal16aFI,von Economo neuron,Total Volume,-0.17497179622587747
23_VEN_rapid,von Economo neuron,Total Volume,1.5897938129940763
23o_spindle16aFI,von Economo neuron,Total Volume,-1.0298183598225408
25o_spindle17aFI,von Economo neuron,Total Volume,-0.9457403876811352
26o_spindle18aFI,von Economo neuron,Total Volume,0.5449756482991375
28o_spindle20aFI,von Economo neuron,Total Volume,0.8351433713674513
28o_spindle21aFI,von Economo neuron,Total Volume,-0.09256051154686648
29o_spindle22aFI,von Economo neuron,Total Volume,2.2193144882132416
30o_spindle23aFI,von Economo neuron,Total Volume,-0.3116401681422211
01_VEN_Cox,von Economo neuron,Max branch order,-0.16037058183206104
02_VEN_Cox,von Economo neuron,Max branch order,0.14731716238061426
03_VEN_rapid,von Economo neuron,Max branch order,-0.2629331632362862
03a_spindle2aFI,von Economo neuron,Max branch order,0.9678178136144152
03a_spindle6aFI,von Economo neuron,Max branch order,-0.05780800042783595
03b_pyramidal3aFI,von Economo neuron,Max branch order,-0.2629331632362862
03b_spindle5aACC,von Economo neuron,Max branch order,-0.46805832604473635
03b_spindle6aACC,von Economo neuron,Max branch order,1.5831933020397657
03b_spindle7aACC,von Economo neuron,Max branch order,-0.5706209074489614
04_VEN_rapid,von Economo neuron,Max branch order,-0.16037058183206104
04b_spindle3aFI,von Economo neuron,Max branch order,-0.46805832604473635
05_VEN_rapid,von Economo neuron,Max branch order,0.04475458097638915
05b_spindle5aFI,von Economo neuron,Max branch order,-0.7757460702574117
06_VEN_rapid,von Economo neuron,Max branch order,0.24987974378483935
06b_spindle8aACC,von Economo neuron,Max branch order,-0.7757460702574117
07_VEN_rapid,von Economo neuron,Max branch order,0.3524423251890645
07b_spindle9aACC,von Economo neuron,Max branch order,-0.05780800042783595
08_VEN_rapid,von Economo neuron,Max branch order,0.3524423251890645
08a_spindle13aACC,von Economo neuron,Max branch order,-0.5706209074489614
09_VEN_rapid,von Economo neuron,Max branch order,0.24987974378483935
09o_spindle7aFI,von Economo neuron,Max branch order,-0.7757460702574117
09o_spindle8aFI,von Economo neuron,Max branch order,-0.5706209074489614
10_VEN_rapid,von Economo neuron,Max branch order,0.04475458097638915
10a_spindle18aACC,von Economo neuron,Max branch order,-0.6731834888531866
11_VEN_Cox,von Economo neuron,Max branch order,-0.16037058183206104
12_VEN_Cox,von Economo neuron,Max branch order,0.5575674879975147
12a_spindle19aACC,von Economo neuron,Max branch order,3.2241946045073675
12o_spindle9aFI,von Economo neuron,Max branch order,-0.5706209074489614
13_VEN_Cox,von Economo neuron,Max branch order,-0.05780800042783595
13o_spindle10aFI,von Economo neuron,Max branch order,-0.46805832604473635
15_VEN_Cox,von Economo neuron,Max branch order,0.45500490659328957
15o_spindle12aFI,von Economo neuron,Max branch order,-0.36549574464051127
16_VEN_Cox,von Economo neuron,Max branch order,0.3524423251890645
16o_spindle13aFI,von Economo neuron,Max branch order,-0.7757460702574117
17_VEN_rapid,von Economo neuron,Max branch order,0.04475458097638915
18_VEN_Cox,von Economo neuron,Max branch order,-0.05780800042783595
19_VEN_Cox,von Economo neuron,Max branch order,0.3524423251890645
19o_spindle14aFI,von Economo neuron,Max branch order,-0.46805832604473635
20_VEN_Cox,von Economo neuron,Max branch order,0.04475458097638915
21_VEN_rapid,von Economo neuron,Max branch order,0.45500490659328957
21o_spindle15aFI,von Economo neuron,Max branch order,-0.6731834888531866
22_VEN_rapid,von Economo neuron,Max branch order,0.04475458097638915
22o_pyramidal16aFI,von Economo neuron,Max branch order,-0.16037058183206104
23_VEN_rapid,von Economo neuron,Max branch order,-0.16037058183206104
23o_spindle16aFI,von Economo neuron,Max branch order,-0.6731834888531866
25o_spindle17aFI,von Economo neuron,Max branch order,5.48057139540032
26o_spindle18aFI,von Economo neuron,Max branch order,-0.7757460702574117
28o_spindle20aFI,von Economo neuron,Max branch order,-0.46805832604473635
28o_spindle21aFI,von Economo neuron,Max branch order,-0.05780800042783595
29o_spindle22aFI,von Economo neuron,Max branch order,-0.5706209074489614
30o_spindle23aFI,von Economo neuron,Max branch order,-0.7757460702574117
01_VEN_Cox,von Economo neuron,Average branch order,-0.04802183321871906
02_VEN_Cox,von Economo neuron,Average branch order,0.19917047158549753
03_VEN_rapid,von Economo neuron,Average branch order,-0.36129777372386573
03a_spindle2aFI,von Economo neuron,Average branch order,0.9842614357092114
03a_spindle6aFI,von Economo neuron,Average branch order,-0.1699200130435637
03b_pyramidal3aFI,von Economo neuron,Average branch order,-0.3221631483333679
03b_spindle5aACC,von Economo neuron,Average branch order,-0.5680441475828661
03b_spindle6aACC,von Economo neuron,Average branch order,1.7096263545244232
03b_spindle7aACC,von Economo neuron,Average branch order,-0.5059868923993088
04_VEN_rapid,von Economo neuron,Average branch order,-0.1333323465189614
04b_spindle3aFI,von Economo neuron,Average branch order,-0.5955619506873322
05_VEN_rapid,von Economo neuron,Average branch order,0.20143443502184924
05b_spindle5aFI,von Economo neuron,Average branch order,-0.9282917255224156
06_VEN_rapid,von Economo neuron,Average branch order,0.07831741349550342
06b_spindle8aACC,von Economo neuron,Average branch order,-0.9282917255224156
07_VEN_rapid,von Economo neuron,Average branch order,0.661313215770543
07b_spindle9aACC,von Economo neuron,Average branch order,0.27404097527701987
08_VEN_rapid,von Economo neuron,Average branch order,0.6766986405589175
08a_spindle13aACC,von Economo neuron,Average branch order,-0.5940993406455308
09_VEN_rapid,von Economo neuron,Average branch order,0.5647893588164903
09o_spindle7aFI,von Economo neuron,Average branch order,-0.9282917255224156
09o_spindle8aFI,von Economo neuron,Average branch order,-0.6374648878044579
10_VEN_rapid,von Economo neuron,Average branch order,0.17498977300169327
10a_spindle18aACC,von Economo neuron,Average branch order,-0.7110812454141596
11_VEN_Cox,von Economo neuron,Average branch order,0.12193513479956856
12_VEN_Cox,von Economo neuron,Average branch order,0.9009150788061008
12a_spindle19aACC,von Economo neuron,Average branch order,3.76318408997753
12o_spindle9aFI,von Economo neuron,Average branch order,-0.6500307254566928
13_VEN_Cox,von Economo neuron,Average branch order,0.02787978253292369
13o_spindle10aFI,von Economo neuron,Average branch order,-0.5666459820448223
15_VEN_Cox,von Economo neuron,Average branch order,0.4270294252624547
15o_spindle12aFI,von Economo neuron,Average branch order,-0.2883437935353936
16_VEN_Cox,von Economo neuron,Average branch order,0.6779567093496622
16o_spindle13aFI,von Economo neuron,Average branch order,-0.9282917255224156
17_VEN_rapid,von Economo neuron,Average branch order,-0.17900388613842974
18_VEN_Cox,von Economo neuron,Average branch order,-0.3003276692993485
19_VEN_Cox,von Economo neuron,Average branch order,0.5714607659228678
19o_spindle14aFI,von Economo neuron,Average branch order,-0.45947197036110066
20_VEN_Cox,von Economo neuron,Average branch order,-0.03565969623705674
21_VEN_rapid,von Economo neuron,Average branch order,0.7295515394449316
21o_spindle15aFI,von Economo neuron,Average branch order,-0.7681810370977952
22_VEN_rapid,von Economo neuron,Average branch order,-0.041484918989748515
22o_pyramidal16aFI,von Economo neuron,Average branch order,-0.19602003706536414
23_VEN_rapid,von Economo neuron,Average branch order,-0.1657115067547022
23o_spindle16aFI,von Economo neuron,Average branch order,-0.8126928558431225
25o_spindle17aFI,von Economo neuron,Average branch order,4.547361623308856
26o_spindle18aFI,von Economo neuron,Average branch order,-0.9282917255224156
28o_spindle20aFI,von Economo neuron,Average branch order,-0.3315944613615355
28o_spindle21aFI,von Economo neuron,Average branch order,-0.38658523661133204
29o_spindle22aFI,von Economo neuron,Average branch order,-0.6166745305052889
30o_spindle23aFI,von Economo neuron,Average branch order,-0.9282917255224156
01_VEN_Cox,von Economo neuron,Partition asymmetry,0.0039210978746014565
02_VEN_Cox,von Economo neuron,Partition asymmetry,-0.278833251612654
03_VEN_rapid,von Economo neuron,Partition asymmetry,0.08428534737275002
03a_spindle2aFI,von Economo neuron,Partition asymmetry,0.6791810573635235
03a_spindle6aFI,von Economo neuron,Partition asymmetry,-0.7773829934419562
03b_pyramidal3aFI,von Economo neuron,Partition asymmetry,-1.075460891552546
03b_spindle5aACC,von Economo neuron,Partition asymmetry,0.13786151370484886
03b_spindle6aACC,von Economo neuron,Partition asymmetry,1.0054815118042417
03b_spindle7aACC,von Economo neuron,Partition asymmetry,-0.2371660252348869
04_VEN_rapid,von Economo neuron,Partition asymmetry,-1.0108195930096913
04b_spindle3aFI,von Economo neuron,Partition asymmetry,0.6066417183408004
05_VEN_rapid,von Economo neuron,Partition asymmetry,-0.9115090469757899
05b_spindle5aFI,von Economo neuron,Partition asymmetry,2.0129879576336123
06_VEN_rapid,von Economo neuron,Partition asymmetry,-0.4090552879862117
06b_spindle8aACC,von Economo neuron,Partition asymmetry,2.0129879576336123
07_VEN_rapid,von Economo neuron,Partition asymmetry,-0.012651286209225062
07b_spindle9aACC,von Economo neuron,Partition asymmetry,0.42634250507850446
08_VEN_rapid,von Economo neuron,Partition asymmetry,-0.274428575191189
08a_spindle13aACC,von Economo neuron,Partition asymmetry,-0.7997045209520115
09_VEN_rapid,von Economo neuron,Partition asymmetry,-0.21796658637606142
09o_spindle7aFI,von Economo neuron,Partition asymmetry,2.0129879576336123
09o_spindle8aFI,von Economo neuron,Partition asymmetry,0.13786151370484886
10_VEN_rapid,von Economo neuron,Partition asymmetry,-0.05616363885294493
10a_spindle18aACC,von Economo neuron,Partition asymmetry,-0.7997045209520115
11_VEN_Cox,von Economo neuron,Partition asymmetry,-0.21372504611835413
12_VEN_Cox,von Economo neuron,Partition asymmetry,0.48944807352805186
12a_spindle19aACC,von Economo neuron,Partition asymmetry,1.4190935661652153
12o_spindle9aFI,von Economo neuron,Partition asymmetry,0.13786151370484886
13_VEN_Cox,von Economo neuron,Partition asymmetry,-0.5521875828364764
13o_spindle10aFI,von Economo neuron,Partition asymmetry,0.6066417183408004
15_VEN_Cox,von Economo neuron,Partition asymmetry,-0.6473634709268569
15o_spindle12aFI,von Economo neuron,Partition asymmetry,0.4057367199803863
16_VEN_Cox,von Economo neuron,Partition asymmetry,-0.2979089320024219
16o_spindle13aFI,von Economo neuron,Partition asymmetry,2.0129879576336123
17_VEN_rapid,von Economo neuron,Partition asymmetry,-0.11215872071662701
18_VEN_Cox,von Economo neuron,Partition asymmetry,-0.873239553112154
19_VEN_Cox,von Economo neuron,Partition asymmetry,-0.5165113914380967
19o_spindle14aFI,von Economo neuron,Partition asymmetry,0.6066417183408004
20_VEN_Cox,von Economo neuron,Partition asymmetry,-0.516685778371769
21_VEN_rapid,von Economo neuron,Partition asymmetry,-1.0055036042251646
21o_spindle15aFI,von Economo neuron,Partition asymmetry,-0.7997045209520115
22_VEN_rapid,von Economo neuron,Partition asymmetry,-0.4165257992093351
22o_pyramidal16aFI,von Economo neuron,Partition asymmetry,0.7148234964521607
23_VEN_rapid,von Economo neuron,Partition asymmetry,-0.6974237716607238
23o_spindle16aFI,von Economo neuron,Partition asymmetry,-0.7997045209520115
25o_spindle17aFI,von Economo neuron,Partition asymmetry,1.6666498819754498
26o_spindle18aFI,von Economo neuron,Partition asymmetry,2.0129879576336123
28o_spindle20aFI,von Economo neuron,Partition asymmetry,-1.737270555608872
28o_spindle21aFI,von Economo neuron,Partition asymmetry,0.42634250507850446
29o_spindle22aFI,von Economo neuron,Partition asymmetry,-0.7997045209520115
30o_spindle23aFI,von Economo neuron,Partition asymmetry,2.0129879576336123
01_VEN_Cox,von Economo neuron,Overall height-to-width ratio,-0.11445815371444289
02_VEN_Cox,von Economo neuron,Overall height-to-width ratio,0.2558433565588639
03_VEN_rapid,von Economo neuron,Overall height-to-width ratio,-0.3263086717282356
03a_spindle2aFI,von Economo neuron,Overall height-to-width ratio,0.5211358770604104
03a_spindle6aFI,von Economo neuron,Overall height-to-width ratio,-0.9932931896148774
03b_pyramidal3aFI,von Economo neuron,Overall height-to-width ratio,-0.18841536097068853
03b_spindle5aACC,von Economo neuron,Overall height-to-width ratio,-0.7955701712112441
03b_spindle6aACC,von Economo neuron,Overall height-to-width ratio,2.1699970649902314
03b_spindle7aACC,von Economo neuron,Overall height-to-width ratio,-0.8739912761267133
04_VEN_rapid,von Economo neuron,Overall height-to-width ratio,-0.454060168724214
04b_spindle3aFI,von Economo neuron,Overall height-to-width ratio,-0.9468040675018172
05_VEN_rapid,von Economo neuron,Overall height-to-width ratio,-0.3379209644832188
05b_spindle5aFI,von Economo neuron,Overall height-to-width ratio,-1.0199640604208597
06_VEN_rapid,von Economo neuron,Overall height-to-width ratio,-0.5253622772544306
06b_spindle8aACC,von Economo neuron,Overall height-to-width ratio,-0.7881060737597583
07_VEN_rapid,von Economo neuron,Overall height-to-width ratio,-0.5273744848567685
07b_spindle9aACC,von Economo neuron,Overall height-to-width ratio,-0.7523111406493969
08_VEN_rapid,von Economo neuron,Overall height-to-width ratio,0.49002231847157035
08a_spindle13aACC,von Economo neuron,Overall height-to-width ratio,0.7092901213567236
09_VEN_rapid,von Economo neuron,Overall height-to-width ratio,0.23618514661236265
09o_spindle7aFI,von Economo neuron,Overall height-to-width ratio,-0.9295888346333262
09o_spindle8aFI,von Economo neuron,Overall height-to-width ratio,-0.9330451501687398
10_VEN_rapid,von Economo neuron,Overall height-to-width ratio,-0.009914535937558562
10a_spindle18aACC,von Economo neuron,Overall height-to-width ratio,0.5215786897571375
11_VEN_Cox,von Economo neuron,Overall height-to-width ratio,-0.6104303398321931
12_VEN_Cox,von Economo neuron,Overall height-to-width ratio,2.0094279065067386
12a_spindle19aACC,von Economo neuron,Overall height-to-width ratio,1.4121367627192016
12o_spindle9aFI,von Economo neuron,Overall height-to-width ratio,-0.5212254495184632
13_VEN_Cox,von Economo neuron,Overall height-to-width ratio,-0.25496686409502173
13o_spindle10aFI,von Economo neuron,Overall height-to-width ratio,0.5238264743917364
15_VEN_Cox,von Economo neuron,Overall height-to-width ratio,-0.35451429140668406
15o_spindle12aFI,von Economo neuron,Overall height-to-width ratio,0.2520615803808868
16_VEN_Cox,von Economo neuron,Overall height-to-width ratio,-0.3220263408720943
16o_spindle13aFI,von Economo neuron,Overall height-to-width ratio,-0.4801881935802532
17_VEN_rapid,von Economo neuron,Overall height-to-width ratio,-0.4145198511455851
18_VEN_Cox,von Economo neuron,Overall height-to-width ratio,0.044067042711141785
19_VEN_Cox,von Economo neuron,Overall height-to-width ratio,0.33483905337718517
19o_spindle14aFI,von Economo neuron,Overall height-to-width ratio,-0.16723129293034594
20_VEN_Cox,von Economo neuron,Overall height-to-width ratio,-0.10663943209462268
21_VEN_rapid,von Economo neuron,Overall height-to-width ratio,-0.4478134373019308
21o_spindle15aFI,von Economo neuron,Overall height-to-width ratio,0.7599331822833316
22_VEN_rapid,von Economo neuron,Overall height-to-width ratio,-0.4450013764123341
22o_pyramidal16aFI,von Economo neuron,Overall height-to-width ratio,-0.45614816862775664
23_VEN_rapid,von Economo neuron,Overall height-to-width ratio,-0.35218276507080953
23o_spindle16aFI,von Economo neuron,Overall height-to-width ratio,-0.540536482491369
25o_spindle17aFI,von Economo neuron,Overall height-to-width ratio,-0.4643511953674754
26o_spindle18aFI,von Economo neuron,Overall height-to-width ratio,0.4617664663670395
28o_spindle20aFI,von Economo neuron,Overall height-to-width ratio,0.6446476690890441
28o_spindle21aFI,von Economo neuron,Overall height-to-width ratio,4.789571312410679
29o_spindle22aFI,von Economo neuron,Overall height-to-width ratio,-0.033746952705517204
30o_spindle23aFI,von Economo neuron,Overall height-to-width ratio,2.268116003668725
